,cluster,silhouette
254,0,0.6701672077178955
255,0,0.5941751003265381
256,2,0.4292006194591522
257,2,0.5165553689002991
258,2,0.47870928049087524
259,2,0.5889650583267212
260,1,0.6364649534225464
261,2,0.49314409494400024
262,0,0.6524139642715454
263,0,0.6177305579185486
264,0,0.45368319749832153
265,0,0.4975513815879822
266,0,0.5173093676567078
268,2,-0.011931841261684895
269,2,0.3777383863925934
270,0,0.6686854362487793
271,2,0.07237330079078674
272,1,0.5320187211036682
273,1,0.5313857793807983
274,1,0.5344947576522827
275,2,0.43329501152038574
276,0,0.6209201216697693
277,2,0.47741249203681946
278,0,0.5645886063575745
279,1,0.6604905128479004
280,1,0.6735720038414001
281,1,0.684074878692627
283,0,0.6601715683937073
284,1,0.6009305715560913
285,1,0.6194142699241638
286,1,0.6316279768943787
287,2,0.384886771440506
288,1,0.6696914434432983
290,2,0.5050082206726074
291,1,0.5407305359840393
292,0,0.5811259746551514
293,2,0.37256261706352234
294,2,0.4914027750492096
295,0,0.5077246427536011
296,0,0.6548926830291748
297,1,0.5381788611412048
298,1,0.5410135388374329
300,1,0.6784471273422241
301,2,0.474692165851593
302,1,0.6782232522964478
303,1,0.6115053296089172
304,0,0.5125266909599304
307,0,0.6090587377548218
308,0,0.6855567693710327
309,0,0.5451874136924744
310,0,0.6009771227836609
311,2,0.4370436668395996
312,2,0.5848341584205627
313,2,0.48966163396835327
314,0,0.6732820868492126
316,2,0.5526041984558105
317,2,0.579069197177887
318,2,-0.039583347737789154
319,2,0.564751923084259
320,2,0.4376741945743561
322,2,0.08672553300857544
323,0,0.6238391399383545
324,0,0.6654749512672424
326,2,0.41413968801498413
327,2,0.056167542934417725
328,2,0.594692051410675
329,0,0.692524254322052
331,1,0.5896427631378174
332,0,0.6870353817939758
333,1,0.5804274678230286
334,2,0.5552260279655457
335,1,0.5018309950828552
338,2,0.43038836121559143
339,2,0.5902345180511475
340,0,0.6359599828720093
341,2,0.4869321584701538
342,2,0.4355787932872772
343,0,0.6559750437736511
344,1,0.519798755645752
345,2,0.3868189752101898
346,1,0.5800491571426392
347,2,0.4908623993396759
348,0,0.5538958311080933
349,1,0.5935099720954895
350,0,0.6618343591690063
351,2,0.14916303753852844
352,2,0.17589443922042847
353,2,-0.019085964187979698
354,1,0.5944006443023682
355,1,0.6337756514549255
356,2,0.48469066619873047
357,2,0.4855470061302185
358,1,0.5566160678863525
359,0,0.5393440127372742
360,2,0.17333270609378815
361,2,0.5364307165145874
362,2,0.13506059348583221
363,2,-0.1863575130701065
364,2,0.44826647639274597
