metric,point,ci_lo,ci_hi
H1_silhouette,0.04459270551800728,0.037611547484993936,0.0525200649164617
H2_mean_ARI,0.7095846918796597,0.7021227916774005,0.7168907564194112
H3_chi2,953.090337992141,847.6778866532119,1063.9668329671135
H3_cramers_v,0.16567349144624394,0.15631038882952375,0.1751204459261786
H4_silhouette_gap,-0.002150499756894993,-0.020753907129903444,0.012871695502600174
